A_SECTOR,SHELF,REEF,REPORT_YEAR,SITE_NO,TRANSECT_NO,FAMILY_2021,GROUP_CODE,COMP_2021,COMP_2021_DESCRIPTION,VISIT_NO,cover,cREPORT_YEAR
CL,M,Lizard Isles,1995,3,4,Nephtheidae,SC,F_SC_NEP,Nephtheidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Non-Acropora coral,HC,COR_CBCF,non-Acropora coral branching & foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Non-Acropora coral,HC,COR_CE,non-Acropora coral encrusting,3,2.22222222222222,1995
CL,M,Lizard Isles,1995,3,4,Non-Acropora coral,HC,COR_CMCS,non-Acropora coral massive & sub-massive,3,0.555555555555556,1995
CL,M,Lizard Isles,1995,3,4,Order,A,CA,Coralline algae,3,0.555555555555556,1995
CL,M,Lizard Isles,1995,3,4,Order,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Order,OT,ZOA,Zoanthids,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Order,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Order,SG,SG,Seagrass,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Peyssonneliaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Phylum,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Phylum,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Phylum,A,TA,Turf algae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Phylum,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Phylum,SP,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Plerogyridae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Plesiastreidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Pocilloporidae,HC,G_POC,Pocillopora,3,2.22222222222222,1995
CL,M,Lizard Isles,1995,3,4,Pocilloporidae,HC,G_SER,Seriatopora,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Pocilloporidae,HC,G_STY,Stylophora,3,2.22222222222222,1995
CL,M,Lizard Isles,1995,3,4,Poritidae,HC,G_GON_ALV_BER,"Goniopora, Alveopora & Bernardpora",3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Poritidae,HC,G_POR_B,Porites branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Poritidae,HC,G_POR_CECS,Porites encrusting & sub-massive,3,1.66666666666667,1995
CL,M,Lizard Isles,1995,3,4,Poritidae,HC,G_POR_M,Porites massive,3,6.11111111111111,1995
CL,M,Lizard Isles,1995,3,4,Poritidae,HC,S_POR_RUS,Porites rus,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Psammocoridae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Rhizangiidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Rhodomelaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Rhodymeniaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Sarcinochrysidaceae,A,MA_OTH,Other Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Sargassaceae,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Scytosiphonacae,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Serpulidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Siderastreidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Solieriaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Spongiidae,SP,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Stylasteridae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Subphylum,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Superclass,OT,IN,Indeterminate,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Tridacninae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Trochidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Tubiporidae,SC,SC_OTH,Other soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Udoteaceae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,Xeniidae,SC,F_SC_XEN,Xeniidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,4,,AB,AB,Abiotic,3,1.11111111111111,1995
CL,M,Lizard Isles,1995,3,5,Acanthasteridae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,ACBX,Acropora branching & bottlebrush,3,1.14285714285714,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,ACD,Acropora digitate,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,ACSE,Acropora submassive & encrusting,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,ACTO,Acropora tabulate & corymbose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,COR_CBCF,non-Acropora coral branching & foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,G_AST,Astreopora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,G_ISO_B,Isopora branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,G_ISO_CSE,Isopora encrusting-submassive,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Acroporidae,HC,G_MON,Montipora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Adeonidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Agariciidae,HC,F_AGA_CEMS,Agariciidae encrusting & submassive,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Agariciidae,HC,F_AGA_CF,Agariciidae foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Alcyoniidae,SC,F_SC_ALC,Alcyoniidae,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Alcyoniidae,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Anthothelidae,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Antipathidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Astrocoeniidae,HC,COR_CBCF,non-Acropora coral branching & foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Astrocoeniidae,HC,COR_CE,non-Acropora coral encrusting,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Benthos,A,MA_OTH,Other Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Bonnemaisoniaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Briareidae,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Caryophylliidae,HC,COR_CL,Solitary coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Caulerpaceae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Chalinidae,SP,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Cidaridae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Class,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Class,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Class,OT,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Class,SC,SC_GORG_LIKE,Gorgonian like soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Class,SC,SC_OTH,Other soft coral,3,16.0,1995
CL,M,Lizard Isles,1995,3,5,Class,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Clavulariidae,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Clionaidae,SP,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Codiacae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Coscinaraeidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Cystocloniaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Dasycladaceae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Dendrophylliidae,HC,COR_CE,non-Acropora coral encrusting,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Dendrophylliidae,HC,G_TUB_HET,Tubastrea Heteropsammia,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Dendrophylliidae,HC,G_TUR_DUN,Turbinaria and Duncanopsammia,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Diadematidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Dictyotaceae,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Didemnidae,OT,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Diploastraeidae,HC,G_DIP,Diploastrea,3,10.8571428571429,1995
CL,M,Lizard Isles,1995,3,5,Ellisellidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Euphylliidae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Euphylliidae,HC,G_GAL,Galaxea,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Family,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Fungiidae,HC,F_FUN_CECF,Fungiidae encrusting & foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Fungiidae,HC,F_FUN_CMR,Fungiidae free-living,3,1.14285714285714,1995
CL,M,Lizard Isles,1995,3,5,Gorgoniidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Group,A,TA,Turf algae,3,49.7142857142857,1995
CL,M,Lizard Isles,1995,3,5,Group,OT,OT,Other organisms,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Halimedaceae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Helioporidae,SC,G_HEL,Heliopora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Hydrocharitaceae,SG,SG,Seagrass,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Hydrolithaceae,A,CA,Coralline algae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,INCERTAE SEDIS,HC,G_PAC,Pachyseris,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Isididae,SC,SC_GORG_LIKE,Gorgonian like soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Leptastreidae,HC,G_LEP,Leptastrea,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Liagoraceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Lithophyllaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Lobophylliidae,HC,COR_CL,Solitary coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Lobophylliidae,HC,G_ACA_MIC_HOM,Acanthastea Micromussa Homophyllia,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Lobophylliidae,HC,G_LOB_AUST,Lobophyllia Australophyllia & A. pachysepta,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Lobophylliidae,HC,G_MOS,Moseleya,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Lobophylliidae,HC,G_OXY_ECL_ECY,Oxypora Echinophyllia Echinomorpha,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,COR_CL,Solitary coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,F_MER_CEMS,"Merulinidae encrusting, massive & sub-massive",3,1.71428571428571,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_ECH_CB,Echinopora branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_ECH_OTH,Echinopora encrusting & foliose,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_HYD_CB,Hydnophora branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_HYD_OTH,Hydnophora not branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_MER,Merulina,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_MYC,Mycedium,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Merulinidae,HC,G_PEC,Pectinia,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Milleporidae,OT,G_MIL,Millepora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Nephtheidae,SC,F_SC_NEP,Nephtheidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Non-Acropora coral,HC,COR_CBCF,non-Acropora coral branching & foliose,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Non-Acropora coral,HC,COR_CE,non-Acropora coral encrusting,3,2.85714285714286,1995
CL,M,Lizard Isles,1995,3,5,Non-Acropora coral,HC,COR_CMCS,non-Acropora coral massive & sub-massive,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Order,A,CA,Coralline algae,3,2.28571428571429,1995
CL,M,Lizard Isles,1995,3,5,Order,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Order,OT,ZOA,Zoanthids,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Order,SC,SC_OTH_E,Other encrusting soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Order,SG,SG,Seagrass,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Peyssonneliaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Phylum,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Phylum,A,MA_RED,Red Macroalgae,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Phylum,A,TA,Turf algae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Phylum,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Phylum,SP,SP,Sponges & Ascidians,3,1.14285714285714,1995
CL,M,Lizard Isles,1995,3,5,Plerogyridae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Plesiastreidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Pocilloporidae,HC,G_POC,Pocillopora,3,0.571428571428571,1995
CL,M,Lizard Isles,1995,3,5,Pocilloporidae,HC,G_SER,Seriatopora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Pocilloporidae,HC,G_STY,Stylophora,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Poritidae,HC,G_GON_ALV_BER,"Goniopora, Alveopora & Bernardpora",3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Poritidae,HC,G_POR_B,Porites branching,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Poritidae,HC,G_POR_CECS,Porites encrusting & sub-massive,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Poritidae,HC,G_POR_M,Porites massive,3,4.57142857142857,1995
CL,M,Lizard Isles,1995,3,5,Poritidae,HC,S_POR_RUS,Porites rus,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Psammocoridae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,1.14285714285714,1995
CL,M,Lizard Isles,1995,3,5,Rhizangiidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Rhodomelaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Rhodymeniaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Sarcinochrysidaceae,A,MA_OTH,Other Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Sargassaceae,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Scytosiphonacae,A,MA_BROWN,Brown Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Serpulidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Siderastreidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Solieriaceae,A,MA_RED,Red Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Spongiidae,SP,SP,Sponges & Ascidians,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Stylasteridae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Subphylum,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Superclass,OT,IN,Indeterminate,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Tridacninae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Trochidae,OT,OT,Other organisms,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Tubiporidae,SC,SC_OTH,Other soft coral,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Udoteaceae,A,MA_GREEN,Green Macroalgae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,Xeniidae,SC,F_SC_XEN,Xeniidae,3,0.0,1995
CL,M,Lizard Isles,1995,3,5,,AB,AB,Abiotic,3,3.42857142857143,1995
CL,M,Lizard Isles,1996,1,1,Acanthasteridae,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,ACBX,Acropora branching & bottlebrush,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,ACD,Acropora digitate,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,ACSE,Acropora submassive & encrusting,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,ACTO,Acropora tabulate & corymbose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,COR_CBCF,non-Acropora coral branching & foliose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,G_AST,Astreopora,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,G_ISO_B,Isopora branching,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,G_ISO_CSE,Isopora encrusting-submassive,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Acroporidae,HC,G_MON,Montipora,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Adeonidae,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Agariciidae,HC,F_AGA_CEMS,Agariciidae encrusting & submassive,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Agariciidae,HC,F_AGA_CF,Agariciidae foliose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Alcyoniidae,SC,F_SC_ALC,Alcyoniidae,4,0.645161290322581,1996
CL,M,Lizard Isles,1996,1,1,Alcyoniidae,SC,SC_OTH_E,Other encrusting soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Anthothelidae,SC,SC_OTH_E,Other encrusting soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Antipathidae,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Astrocoeniidae,HC,COR_CBCF,non-Acropora coral branching & foliose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Astrocoeniidae,HC,COR_CE,non-Acropora coral encrusting,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Benthos,A,MA_OTH,Other Macroalgae,4,3.87096774193548,1996
CL,M,Lizard Isles,1996,1,1,Bonnemaisoniaceae,A,MA_RED,Red Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Briareidae,SC,SC_OTH_E,Other encrusting soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Caryophylliidae,HC,COR_CL,Solitary coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Caulerpaceae,A,MA_GREEN,Green Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Chalinidae,SP,SP,Sponges & Ascidians,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Cidaridae,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Class,A,MA_BROWN,Brown Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Class,OT,OT,Other organisms,4,0.645161290322581,1996
CL,M,Lizard Isles,1996,1,1,Class,OT,SP,Sponges & Ascidians,4,1.29032258064516,1996
CL,M,Lizard Isles,1996,1,1,Class,SC,SC_GORG_LIKE,Gorgonian like soft coral,4,2.58064516129032,1996
CL,M,Lizard Isles,1996,1,1,Class,SC,SC_OTH,Other soft coral,4,11.6129032258065,1996
CL,M,Lizard Isles,1996,1,1,Class,SC,SC_OTH_E,Other encrusting soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Clavulariidae,SC,SC_OTH_E,Other encrusting soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Clionaidae,SP,SP,Sponges & Ascidians,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Codiacae,A,MA_GREEN,Green Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Coscinaraeidae,HC,F_SID_COS_PSA,Siderastreidae Coscinaraeidae Psammocoridae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Cystocloniaceae,A,MA_RED,Red Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Dasycladaceae,A,MA_GREEN,Green Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Dendrophylliidae,HC,COR_CE,non-Acropora coral encrusting,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Dendrophylliidae,HC,G_TUB_HET,Tubastrea Heteropsammia,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Dendrophylliidae,HC,G_TUR_DUN,Turbinaria and Duncanopsammia,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Diadematidae,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Dictyotaceae,A,MA_BROWN,Brown Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Didemnidae,OT,SP,Sponges & Ascidians,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Diploastraeidae,HC,G_DIP,Diploastrea,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Ellisellidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Euphylliidae,HC,F_EUPH_PLU,Plerogyridae and Euphylliidae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Euphylliidae,HC,G_GAL,Galaxea,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Family,OT,OT,Other organisms,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Fungiidae,HC,F_FUN_CECF,Fungiidae encrusting & foliose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Fungiidae,HC,F_FUN_CMR,Fungiidae free-living,4,0.645161290322581,1996
CL,M,Lizard Isles,1996,1,1,Gorgoniidae,SC,SC_GORG_LIKE,Gorgonian like soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Group,A,TA,Turf algae,4,54.8387096774194,1996
CL,M,Lizard Isles,1996,1,1,Group,OT,OT,Other organisms,4,3.87096774193548,1996
CL,M,Lizard Isles,1996,1,1,Halimedaceae,A,MA_GREEN,Green Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Helioporidae,SC,G_HEL,Heliopora,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Hydrocharitaceae,SG,SG,Seagrass,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Hydrolithaceae,A,CA,Coralline algae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,INCERTAE SEDIS,HC,G_PAC,Pachyseris,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Isididae,SC,SC_GORG_LIKE,Gorgonian like soft coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Leptastreidae,HC,G_LEP,Leptastrea,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Liagoraceae,A,MA_RED,Red Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lithophyllaceae,A,MA_RED,Red Macroalgae,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lobophylliidae,HC,COR_CL,Solitary coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lobophylliidae,HC,G_ACA_MIC_HOM,Acanthastea Micromussa Homophyllia,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lobophylliidae,HC,G_LOB_AUST,Lobophyllia Australophyllia & A. pachysepta,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lobophylliidae,HC,G_MOS,Moseleya,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Lobophylliidae,HC,G_OXY_ECL_ECY,Oxypora Echinophyllia Echinomorpha,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,COR_CL,Solitary coral,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,F_MER_CEMS,"Merulinidae encrusting, massive & sub-massive",4,0.645161290322581,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,F_MER_PLE_PLOC,Merulinidae Plesiastreidae plocoid,4,1.29032258064516,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,G_ECH_CB,Echinopora branching,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,G_ECH_OTH,Echinopora encrusting & foliose,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,G_HYD_CB,Hydnophora branching,4,0.0,1996
CL,M,Lizard Isles,1996,1,1,Merulinidae,HC,G_HYD_OTH,Hydnophora not branching,4,0.0,1996
